id,code,description,name
mech-225,MECH 225,"Integration of the theory and practice of Mechanical Engineering to illustrate the commonality and conceptual connectivity of seemingly different technical areas. Emphasis on thermodynamics, fluid mechanics, and mathematics. [1-0-1] Corequisite: MECH 222.",Integration of Engineering Concepts II
mech-226,MECH 226,"Written and oral communication. Preparation of design reports, business correspondence, verbal, online, and visual presentation of technical material. Restricted to students in the second year of Mechanical Engineering. Credit will be granted for only one of MECH_V 226 or MECH_V 227. [1-0-1;1-0-1] Prerequisite: A score of 65% or higher in one of ENGL_V 112, WRDS_V 150, APSC_V 176. Corequisite: All of MECH_V 220, MECH_V 221, MECH_V 222, MECH_V 223, MECH_V 224, MECH_V 225.",Technical Communication for Mechanical Engineers
mech-260,MECH 260,"Statically determinate frames and trusses; normal and shear stresses and strains; shear force and bending moment diagrams; theory of beam bending, torsion of circular rods; transformation of stress and strain in two and three dimensions, Mohr's circle; yield and ultimate failure criteria. [3-0-1] Prerequisite: Either (a) all of MATH 101, PHYS 170 or (b) all of APSC 172, APSC 173, APSC 180.",Introduction to Mechanics of Materials
mech-280,MECH 280,"Fluid properties; statics; kinematics, dynamics, energy, and momentum principles for control volumes; dimensional analysis and similarity; laminar and turbulent flow; pipe flow; principles of centrifugal pumps. [3-0-1] Prerequisite: All of MATH 152, PHYS 170 and one of MATH 217, MATH 253; and either (a) PHYS 131 and one of PHYS 108, PHYS 118; or (b) PHYS 153 or (c) all of PHYS 157, PHYS 158, PHYS 159.",Introduction to Fluid Mechanics
mech-305,MECH 305,"The use of probability and statistical methods for engineering applications. Mechanics of materials, heat transfer, and fluid dynamics. Instrumentation, data acquisition, and data manipulation using modern computational tools. [3-5-1*] Prerequisite: All of MECH_V 220, MECH_V 223, MECH_V 224, MECH_ 225.",Data Analysis and Mechanical Engineering Laboratories
mech-325,MECH 325,"Selection of flexible drives, bearings, fluid power system components, and couplings. Design of shafts, bolted joints and power screws. Design and selection of gears, gear trains, and mechanisms. Recommended co-requisite: MECH 360. [3-0-3] Prerequisite: One of MECH 223, MECH 260.",Machine Design
mech-327,MECH 327,"Air standard and vapor cycles; first and second law of cycles. Exergy. Gas mixtures. Energy conservation. Equilibrium. Reacting systems. Application to thermofluid systems such as power plants. [3-0-1] Prerequisite: Either (a) MECH 225 or (b) one of CHBE 241, ENPH 257 and one of CHBE 251, CIVL 215, MECH 280.",Thermodynamics II
mech-328,MECH 328,"Applying the design process, making educated assumptions and decisions, and working in teams to provide a new mechanical design. Weekly lecture discussing product development and various factors affecting the design. [1-4-1] Prerequisite: MECH 223. (And third year standing in Mechanical Engineering)",Mechanical Engineering Design Project
mech-360,MECH 360,"Beam deflections, singularity functions; use of tabulated solutions; column buckling; Castigliano's theorem, statically indeterminate beams, bending of beams with asymmetric cross-sections, shear centre; principal stresses and stress invariants in three dimensions, Mohr's circle; yield and ultimate failure criteria. [3-0-1] Prerequisite: One of MECH 224, MECH 260.",Mechanics of Materials
mech-368,MECH 368,"Industrial measurement needs including: architecture of electronic instrumentation systems; electrical representation of physical quantities; sensors and actuators; analog signal processing using linear and non-linear circuits; computer-based readout including programming for user-interface and data acquisition. [2-3-1] Prerequisite: Either (a) two of MECH_V 220, MECH_V 224, ELEC_V 203 or (b) all of MANU_V 230, ELEC_V 203.",Engineering Measurements and Instrumentation
mech-375,MECH 375,"Steady and transient conduction. Radiation heat transfer. Convective heat and mass transfer in pipes and from external surfaces. Design of heat exchangers. [3-0-1] Prerequisite: Either (a) MECH 225 or (b) one of CHBE 241, ENPH 257, PHYS 203 and one of CHBE 251, CIVL 215, MECH 280.",Heat Transfer
mech-380,MECH 380,"Review of principles, compressible flow, potential flow, simple laminar viscous flow, boundary layers, flow around bluff bodies. [3-0-1] Prerequisite: Either (a) MECH_V 225 or (b) one of MATH_V 255 or MATH_V 256 and one of CHBE_V 251, CIVL_V 215, MECH_V 280 and one of CHBE_V 241, ENPH_V 257, PHYS_V 203.",Fluid Dynamics
mech-392,MECH 392,"Manufacturing characteristics of materials and their control. Metal forming processes, plastic deformations, rolling, forging, drawing, extrusion, sheet metal forming. Machining processes and machine tools, turning, milling, drilling, grinding. Metal fabrication, welding and casting. An introduction to process planning. [2-0-0]",Manufacturing Processes
mech-400,MECH 400,"Professionalism, ethical frameworks, decolonization, equity, diversity, inclusion, law. Obligations of the engineer. [2-0-3] Prerequisite: Fourth-year standing in B.A.Sc.",Professionalism and Ethics in Engineering
mech-426,MECH 426,"Design of shafts and welded joints. Fatigue and fracture considerations in design: failure types, failure under static and dynamic loading, fatigue failure, crack initiation, and propagation. Introduction to the FEM in mechanical design. Students can only receive credit for one of MECH 326 or MECH 426. [2-0-3] Prerequisite: One of MECH 223, MECH 260. Corequisite: MECH 360.",Mechanical Design
mech-431,MECH 431,"Discounted cash flows. Sources of funds, cost of capital. Effects of depreciation, taxes, inflation. Evaluation and comparison of economic models for engineering projects. Replacement decisions. Public project analysis. Risk analysis. Project control, inventory analysis, simulation. Recommended pre-requisite: third-year standing. [3-0-0]",Engineering Economics
mech-436,MECH 436,"Introduction to injury biomechanics. Anatomy. Impact experiments. Multi-body dynamic simulation and finite element analysis. Skull, face, brain, spine, eye, pelvis, abdomen, and extremity injury. Anthropomorphic test devices, seat belts, airbags, child restraints, and helmets. Recommended pre-requisites: MECH 224, or all of MECH 260 and BMEG 330. Credit will be granted for only one of MECH 436 or MECH 536. [3-0-1]",Fundamentals of Injury Biomechanics
mech-457,MECH 457,"A capstone design project designed to give students experience in the design/development of practical mechanical devices. Projects are provided by local industry and engineering research laboratories. Credit will be granted for only one of MECH 453, MECH 454, MECH 455, MECH 456, MECH 457, MECH 458, MECH 459, or MECH 490. [1-2-2; 1-2-2-] Prerequisite: All of MECH 325, MECH 328, MECH 360 and fourth-year standing in Mechanical Engineering.",Mechanical Engineering Design Project
mech-463,MECH 463,"Theory of vibration of mechanical systems. Undamped 1 degree of freedom vibration, forced vibrations and resonance, damping, multiple degree of freedom systems, mode shapes and orthogonality, continuous systems, vibration measuring instruments and frequency spectrum analysis. [3-2*-1] Prerequisite: One of MECH 224, MECH 260.",Mechanical Vibrations
mech-466,MECH 466,"Process and system characteristics; transient response; the closed loop; block diagrams and transfer functions; control actions; stability; Nyquist diagrams; Bode diagrams; root locus methods; frequency response; system compensation; nonlinear control systems; digital computer control. Laboratory experiments to support the lecture content. Recommended pre-requisite: MECH 463. Credit cannot be obtained for both MECH 466 and MECH 467. [3-3*-0] Prerequisite: Either (a) all of MECH 220, MECH 221 or (b) MATH 255 and one of ELEC 201, ELEC 202, ELEC 204, EECE 251, EECE 253; or (c) all of ELEC 204, ELEC 221, ENPH 270, MATH 255.",Automatic Control
mech-467,MECH 467,"Block diagrams and transfer functions, continuous and discrete domain transformations, feedback control system characteristics, control design in both continuous and discrete domain, absolute and relative stability, laboratory examples of Mechatronic systems design. Credit will be granted for only one of MECH 467 or MECH 541. Credit cannot be obtained for both MECH 466 and MECH 467. [3-2*-2] Prerequisite: One of MECH 366, MANU 386.",Computer Control of Mechatronics Systems
mech-495,MECH 495,Organizational structure. Manufacturing systems and group technology. Classification and coding. Scheduling and sequencing of operations. Forecasting. Quality control for variables and attributes. Plant location. System reliability analysis. Advanced manufacturing automation concepts. [3-0-0],Industrial Engineering
mech-496,MECH 496,Organization structures. Management styles. Cost systems and control. Financial statements; accounting procedures. Budgets and performance control. Project management. Human resources management. [3-0-0],Engineering Management
micb-211,MICB 211,"Prokaryotic diversity and the impact and applications of microbial metabolic, genetic, and growth processes in environmental contexts. Bacteria-human interactions in health and disease, mode of action of antibiotics and antibiotic resistance, virulence factors of bacteria, and host response to infection. [3-0-1] Prerequisite: Either (a) all of BIOL 112, CHEM 121 or (b) one of BIOL 200, BMEG 245, SCIE 001.",Foundations of Microbiology
micb-212,MICB 212,"Innate and adaptive immune responses to bacterial and viral pathogens, autoimmunity, allergies and graft rejection; virus structure, replication cycles, pathogenesis and vaccines; data analysis of foundational immunology and virology experiments. [3-0-1] Prerequisite: One of BIOL 112, BIOL 200, BMEG 245, SCIE 001.",Introductory Immunology & Virology
micb-301,MICB 301,"Dynamics and control of prokaryotic cellular processes in response to the biotic and abiotic environment including metabolic interactions and metabolic cooperation between microorganisms. [3-0-1] Prerequisite: Either (a) one of MICB 211, MICB 201 and one of BIOL 201, BIOC 202, BIOC 203; or (b) BIOT 380.",Microbial Ecophysiology
micb-302,MICB 302,"Mechanisms of innate and adaptive immune responses. Hematopoiesis, development of T and B lymphocytes, leukocyte migration, antigen processing/presentation and the major histocompatibility complex, immune responses against pathogens, and diseases associated with aberrant immune responses. [3-0-1] Prerequisite: One of MICB 212, MICB 202.",Immunology
micb-306,MICB 306,"Introduction to virus structure and replication. Detailed examination of selected viruses including polio, HIV and cancer-causing retroviruses. Development of vaccines and anti-viral drugs, the use of virus vectors to cure genetic diseases. [3-0-1] Prerequisite: One of MICB 212, MICB 202, BIOT 380.",Molecular Virology
micb-308,MICB 308,"Mechanisms of bacterial pathogenesis including adherence, invasion, intracellular survival, toxins, host defenses and microbial evasion strategies, antibiotics, and vaccines. Introduction to experimental approaches used to study bacterial pathogens. [3-0-0] Prerequisite: Either (a) one of MICB 211, MICB 202 and one of BIOL 201, BIOC 202, BIOC 203; or (b) BIOT 380.",Paradigms in Bacterial Pathogenesis
micb-322,MICB 322,"Aseptic handling and characterization of microbes, growth properties, enzyme assays, protein analysis and plasmid isolation. Restricted to students in Microbiology and Immunology specializations. [2-4-0] Prerequisites: MICB 211 (or 201). Co-requisites: All of BIOL 200, BIOL 201 (or BIOC 202 or 203), CHEM 233, and MICB 212 (or 202).",Molecular Microbiology Laboratory
micb-323,MICB 323,"Genetic manipulations of bacteria, introductory immunological and virological procedures, tissue culture. Restricted to students in Microbiology and Immunology specializations. [2-4-0] Prerequisite: [MICB322]",Molecular Immunology and Virology Laboratory
micb-325,MICB 325,"Genetic, molecular biological and bioinformatic approaches for the analysis of microbial genomes, gene structure-function and gene expression with emphasis on bacteria. [3-0-0] Prerequisite: One of MICB 211, MICB 201, BIOL 234.",Analysis of Microbial Genes and Genomes
micb-405,MICB 405,"Computational methods to analyze genome and protein sequences to derive structural and functional information. Related topics in functional genomics. [3-0-1] Prerequisite: One of MICB 301, MICB 325, BIOC 302, BIOC 303, BIOL 335, BIOT 380.",Bioinformatics
micb-418,MICB 418,"Exploitation of microbial and animal cells for the industrial production of chemicals ranging from alcohol to therapeutic proteins. Genetic manipulation of cellular characteristics, fermentation methods, patenting and governmental approval processes. [3-0-0] Corequisite: One of BIOL 335, MICB 325, BIOT 380.",Industrial Microbiology and Biotechnology
micb-425,MICB 425,"Intrinsic and extrinsic forces driving prokaryotic genome evolution. Gene transfer; microbial species concepts; community genome structure, function and dynamics; ecological impacts of microbial genome diversity. Emphasis on problem solving and experimental design. [3-3-0] Prerequisite: One of BIOL 335, MICB 325, BIOT 380.",Microbial Ecological Genomics
micb-471,MICB 471,"A team-based laboratory research experience in microbiology and immunology. [2-4-0] Prerequisite: One of MICB 323, BIOT 380.",Laboratory Research in Microbiology and Immunology
micb-475,MICB 475,"A team-based data science research experience in microbiology and immunology. [3-0-0] Prerequisite: Either (a) MICB 322 and one of MICB 325, BIOL 335; or (b) BIOT 380.",Data Science Research in Microbiology and Immunology
phil-100,PHIL 100,"Basic problems and methods of Philosophy. Topics such as the existence of God, the nature and scope of human knowledge, the relationship between mind and body, personal identity, free will, issues and problems in moral philosophy. Credit will be granted for only one of PHIL 100 and either or both PHIL 101 or PHIL 102.",Introduction to Philosophy
phil-101,PHIL 101,"Basic problems and methods of philosophy. Topics such as the nature and scope of human knowledge, the existence of God, and the relationship between mind and body. Credit will be granted for only one of PHIL 100 or PHIL 101.",Introduction to Philosophy
phil-102,PHIL 102,"Basic problems and methods of philosophy. Topics such as morality, personal identity, free will and determinism, and the meaning of life. Credit will be granted for only one of PHIL 100 or PHIL 102.",Introduction to Philosophy II
phil-120,PHIL 120,"Tools for dealing with both everyday and more technical arguments and concepts. Analysis and resolution of confusions, ambiguities, and fallacies. This course is restricted to students with fewer than 90 credits.",Introduction to Critical Thinking
phil-125,PHIL 125,Historical and logical analysis of various types of scientific hypotheses and the data that support or undermine them. This course is restricted to students with fewer than 90 credits.,Introduction to Scientific Reasoning
phil-211,PHIL 211,"The Pre-Socratics; Socrates; Sophists; Plato. Recommended as preparation for PHIL 310. Credit will only be granted for one of PHIL 211, CLST 211 or AMNE 235. Equivalency: CLST211, AMNE235",Greek Philosophy I: Socrates and Plato
phil-220,PHIL 220,Sentential and predicate logic. Translation from natural language; truth tables and interpretations; systems of natural deduction up to relational predicate logic with identity; alternative proof methods. Some sections may use computer-based materials and tests. Credit will be granted for only one of PHIL 220 and PHIL 222. Equivalency: PHIL 222,Symbolic Logic
phil-230,PHIL 230,"Theories of obligation and value; moral reasoning; normative ethics, descriptive ethics and meta-ethics. Readings in classic and contemporary texts.",Introduction to Ethics
phil-235,PHIL 235,"Moral issues such as life and death decisions, paternalism, markets, animal welfare, technology, and global justice.",Contemporary Moral Issues
phil-240,PHIL 240,"Topics in epistemology such as skepticism, truth, justification, a priori and a posteriori knowledge. Readings from classic and contemporary texts.",Introduction to Epistemology
phil-250,PHIL 250,"Philosophical and theoretical issues that pertain to how mental phenomena fit into the material world. Examine questions such as whether a sophisticated enough computer should be deemed a conscious intelligent being. Focus on philosophical literature on consciousness, intelligence, animal minds, and the mind-body relation.",Minds and Machines
phil-313,PHIL 313,Survey of Western European thought from Augustine to the 14th century. Possible topics and authors include: Augustine; Abelard; the influence of Islam; the rediscovery of Aristotle; Aquinas; Scotus; Ockham. Credit will be granted for only one of PHIL 313 and RELG 328. Equivalency: RELG 328,Medieval Philosophy
phil-316,PHIL 316,"Survey of 19th and 20th century philosophy. May include Hegel, Schopenhauer, Nietzsche, Mill, Meinong, Brentano, the British Idealists, Russell, and Moore. Social and political currents in 19th century philosophical thought.",Philosophy After 1800
phil-321,PHIL 321,"Formal methods relevant to probabilistic and inductive reasoning. Decision theory, game theory, axiomatic probability theory and its interpretations, belief dynamics, simulation and modelling. Recommended pre-requisite: one of PHIL 125, PHIL 220, PHIL 222 or instructor permission.","Induction, Decision and Game Theory"
phil-326,PHIL 326,"Philosophical discussion of language, meaning, and communication. Prerequisite: At least one of LING 201/PHIL 220/PHIL 222, plus 6 additional credits of PHIL/LING at the 200-level or above.",Philosophy of Language I
phil-330,PHIL 330,"Theories of political and legal obligation and authority, legal reasoning, society and the state. Readings in classic and contemporary texts. Prerequisite: PHIL 230 is strongly recommended.",Social and Political Philosophy
phil-331,PHIL 331,"Moral problems in contemporary business and professional practice, general moral theory, the law, and policy formation. Corporate social and environmental responsibility, employee rights, preferential hiring and affirmative action programs, conflicts of interest, advertising, whistle blowing and self-regulation.",Business and Professional Ethics
phil-332,PHIL 332,"Moral problems arising in the context of human relationships to nature and to non-human living things, considered in terms of both general moral theory and policy formation. Topics include moral standing, animal rights, obligations to future generations, pollution, hazardous materials, the depletion of natural resources and the treatment of non-human living things.",Environmental Ethics
phil-333,PHIL 333,"Moral problems arising in the health sciences, especially in medicine but also in biology, psychology, and social work. Topics include abortion, death and euthanasia, genetic engineering, behaviour modification, compulsory treatment, experimentation with human beings and animals, and the relationship between professionals and their patients, subjects or clients. No philosophical background is required.",Bio-Medical Ethics
phil-334,PHIL 334,"Relationship between sex, gender, and philosophy. Topics may include ethics, epistemology, science, social relations, law, and personhood.","Sex, Gender and Philosophy"
phil-335,PHIL 335,"Philosophical approaches to historical problems of inequality and social harm, with readings drawn from historical and contemporary sources. Topics to be studied may include slavery, colonialism, labour, and the position of women in society.",Power and Oppression
phil-338,PHIL 338,"Concepts of law, constitution and sovereignty; law and morality; natural law theories and legal positivism; obligation, responsibility, and punishment. Prerequisite: Restricted to second- or higher-year standing.",Philosophy of Law
phil-339,PHIL 339,"Topics include art and perception, art and reality, imagination, expression, censorship, and the role of art in human life.",Philosophy of Art
phil-340,PHIL 340,"Topics in metaphysics such as the nature of physical reality, personal identity, the mind/body problem, free will, causation and action theory. Readings from classic and contemporary texts. Prerequisite: PHIL 240 is recommended.",Introduction to Metaphysics
phil-347,PHIL 347,"A critical and analytical examination of arguments for and arguments against the existence of God, and other related topics.",Philosophy of Religion
phil-351,PHIL 351,"Philosophical exploration of questions and theories arising from research into the mind, as conducted in psychology, linguistics, and computer science. Prerequisite: 3 credits selected from any of PHIL 211, 212, 220, 222, 230, 235, 240, 250, 260, or COGS 200",Philosophical Perspectives on Cognitive Systems Research
phil-375,PHIL 375,"Philosophical issues in works of literature or arising from theories of literary interpretation. Topics include issues relating to relativism, the nature of morality, free will, personal identity, the nature of the emotions.",Philosophy and Literature
phil-385,PHIL 385,"Meaning, identity and alienation as explored in the works for example of Kierkegaard, Dostoyevsky, Tolstoy, Sartre, and Camus.",Existentialism
phil-441,PHIL 441,"The contribution of the senses to knowledge of the external world; the nature of perception and its contribution to empirical knowledge. Recommended pre-requisites: Either (a) PHIL 240 or (b) COGS 200. If COGS 200, accompanied by 3 credits in PHIL at the 200-level or above.",Philosophy of Perception
phil-451,PHIL 451,"The nature of the mental and physical; the relation between minds and bodies; the character of psychological explanation. Recommended pre-requisites: Either (a) PHIL 240 or (b) COGS 200. If COGS 200, accompanied by 3 credits in PHIL at the 200-level or above.",Philosophy of Mind
phrm-100,PHRM 100,"Scientific concepts and pharmacy practice principles. Role of the pharmacist, patient assessment skills, professional identity, communication skills, and an understanding of legal and ethical responsibilities. This course is not eligible for Credit/D/Fail grading.",Foundations of Pharmacy
phrm-111,PHRM 111,"Modules and integration activities focusing on: an introduction to infectious diseases; musculoskeletal disorders; dermatology; eyes, ears, nose, and throat disorders; and hematology. Prerequisite: PHRM 100. This course is not eligible for Credit/D/Fail grading.",Medication Management I
phrm-131,PHRM 131,"Principles of clinical study design, focusing on biostatistical foundations, randomized controlled trials, and systematic review of randomized controlled trials. This course is not eligible for Credit/D/Fail grading.",Study Design and Interpretation I
phrm-141,PHRM 141,Current and future roles for pharmacists and controversies in pharmacy practice. This course is not eligible for Credit/D/Fail grading.,Seminar: Pharmacists in Practice I
phrm-161,PHRM 161,Knowledge and skills related to the role and applications of technology in health care. This course is not eligible for Credit/D/Fail grading.,Technology in Healthcare
phrm-211,PHRM 211,Modules and integration activities focusing on respirology and cardiovascular disorders. Corequisite: PHRM 231. This course is not eligible for Credit/D/Fail grading.,Medication Management II
phrm-212,PHRM 212,"Modules and integration activities focusing on nephrology, endocrinology, and neurology. Prerequisite: PHRM 211. This course is not eligible for Credit/D/Fail grading.",Medication Management III
phrm-221,PHRM 221,"Foundations of nutrition, nutrition for healthy individuals through the lifespan, and selected clinical applications of nutrition in pharmacy practice. Prerequisite: PHRM 171.",Nutrition for Pharmacists
phrm-231,PHRM 231,"Principles of screening and diagnostic tests, clinical prediction rules, clinical practice guidelines, conflicts of interest, economic evaluation of therapeutics and medical technologies, harm-benefit analysis, and how to incorporate the best available evidence into practice. Corequisite: PHRM 211. This course is not eligible for Credit/D/Fail grading.",Study Design and Interpretation II
phrm-241,PHRM 241,"Current and future roles for pharmacists and controversies in pharmacy practice, focusing on the roles and training opportunities for pharmacists in specialty areas of outpatient and inpatient practice. Prerequisite: PHRM 171. This course is not eligible for Credit/D/Fail grading.",Seminar: Pharmacists in Practice II
phrm-251,PHRM 251,Preparation for experiential learning in the hospital setting. Focuses on enhancing familiarity with the care environment and developing skills suited for students to apply to patient care during institutional experiential rotations. Prerequisite: PHRM 171. This course is not eligible for Credit/D/Fail grading.,Institutional Practice Skills
phrm-252,PHRM 252,Training for authorization to administer injections. Pass/Fail. This course is not eligible for Credit/D/Fail grading.,Clinical Skills: Administration of Injections
phrm-261,PHRM 261,Overview of Indigenous health in Canada and the role a pharmacist can have in collaborating with Indigenous communities in providing culturally safe care and healing. Prerequisite: PHRM 171. This course is not eligible for Credit/D/Fail grading.,Indigenous Health and Cultural Safety
phrm-300,PHRM 300,Special Topics [2-9],Special Topics
phrm-311,PHRM 311,"Modules and integration activities focusing on psychiatry, gastroenterology disorders, and oncology and palliative care. Prerequisite: All of PHRM 271, PHRM 272.",Medication Management IV
phrm-312,PHRM 312,"Modules and integration activities focusing on reproductive health, sexual health, and genitourinary disorders; special infectious diseases; and toxicology. Prerequisite: One of PHRM 271, PHRM 272. This course is not eligible for Credit/D/Fail grading.",Medication Management V
phrm-341,PHRM 341,"Current and potential roles for pharmacists, and contemporary issues in pharmacy practice. Focus on the role of pharmacists as patient educators, researchers and collaborators in interprofessional teams. Prerequisite: One of PHRM 271, PHRM 272. This course is not eligible for Credit/D/Fail grading.",Seminar: Pharmacists in Practice III
phrm-351,PHRM 351,"Application of management and leadership principles and skills to pharmacy operations. Prerequisite: All of PHRM 271, PHRM 272. This course is not eligible for Credit/D/Fail grading.",Practice Management and Leadership
phrm-361,PHRM 361,Training for authorization to administer injections. Equivalency: PHRM 252. This course is not eligible for Credit/D/Fail grading.,Clinical Skills: Administration of Injections
phys-100,PHYS 100,"Kinematics, force, energy, momentum, use of graphs and vectors in physics; thermal energy, heat transfer, Earth's energy balance; electricity. Students with credit for Physics 12 may not obtain credit for this course unless they took AP, IB, or A-level Physics and were offered advanced credit for PHYS 100. [3-0-2] Prerequisite: Not open to students with credit for PHYS 12. Principles of Mathematics 12 or Pre-calculus 12 is required; Physics 11 is required for first-year students, strongly recommended for others.",Introductory Physics
phys-106,PHYS 106,"Classical mechanics including conservation laws, angular momentum of rigid bodies and simple harmonic motion, wave phenomena, with an introduction to special relativity, quantum mechanics, nuclear physics, statistical mechanics and solid state physics. [3-0-1] Prerequisite: Either (a) a score more than 85% in all of PHYS 12, MATH 12 or (b) a score more than 85% in all of PHYS 12, PREC 12 or (c) a score more than 85% in all of PHYS 12, CALC 12 or (d) a score more than 85% in PHYS 100. PHYS 12 = Physics 12; MATH 12 = Principles of Mathematics 12; PREC 12 = Pre-Calculus 12; CALC 12 = Calculus 12. Corequisite: One of MATH 100, MATH 102, MATH 104, MATH 120, MATH 180, MATH 184.",Enriched Physics 1 (lecture)
phys-108,PHYS 108,"Electricity and magnetism, electrical circuits, induction, electromagnetic waves, Maxwell's equations and applications. [3-0-1] Prerequisite: Either (a) one of PHYS 106, PHYS 107 or (b) a score of 85% or higher in one of PHYS 101, PHYS 117, PHYS 131. Corequisite: MATH 101, MATH 103, MATH 105, MATH 121",Enriched Physics II
phys-117,PHYS 117,"Kinematics including curvilinear motion. Forces and Newton's laws of motion. Work-energy theorem, conservation of energy. Conservation of momentum, collisions. Torque, rotational dynamics, angular momentum. Oscillations and waves. [3-0-2] Prerequisite: One of PHYS 12, PHYS 100. Corequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184.",Dynamics and Waves
phys-118,PHYS 118,"Optics, electricity and magnetism, electric circuits, radioactivity, including biological applications. [3-0-1] Prerequisite: One of PHYS 101, PHYS 106, PHYS 107, PHYS 117, PHYS 131, PHYS 157 and one of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184. Corequisite: One of MATH 101, MATH 103, MATH 105, MATH 121.","Electricity, Light and Radiation"
phys-119,PHYS 119,"Introductory laboratory course, with emphasis on data collection, data analysis techniques, and scientific reasoning. [0-3-0] Prerequisite: One of PHYS 12, PHYS 100. Corequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184.",Experimental Physics Lab I
phys-131,PHYS 131,"Fluids, harmonic oscillator, travelling waves, standing waves, sound, and interference of light waves, including diffraction. [3-0-1] Prerequisite: One of PHYS 12, PHYS 100. Corequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184.",Energy and Waves (Lecture)
phys-157,PHYS 157,"Heat, thermodynamics, oscillations, waves, and sound. [3-0-1] Prerequisite: One of PHYS 12, PHYS 100. Corequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184.",Introductory Physics for Engineers I
phys-158,PHYS 158,"Electricity and magnetism, DC and AC circuits, optics. [3-0-1] Prerequisite: PHYS 157. Corequisite: One of MATH 101, MATH 103, MATH 105, MATH 121.",Introductory Physics for Engineers II
phys-159,PHYS 159,"A laboratory course with emphasis on experimental design, measurement and analysis techniques. [0-3-0] Prerequisite: One of PHYS 12, PHYS 100. Corequisite: One of PHYS 157, PHYS 158.",Introductory Physics Laboratory for Engineers
phys-170,PHYS 170,"Statics of particles, equilibrium or rigid bodies, rigid body statics and internal forces, trusses; kinematics: rectilinear motion; dynamics: Newton's second law, friction, impulse, momentum, work and energy. Recommended pre-requisites: one of PHYS 12, PHYS 100 and one of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184. Recommended co-requisite: one of MATH 101, MATH 103, MATH 105, MATH 121. [3-0-1]",Mechanics I
phys-200,PHYS 200,"Special relativity: Lorentz transformation, dynamics and conservation laws. Quantum physics: the experimental evidence for quantization; a qualitative discussion of the concepts of quantum mechanics and their application to simple systems of atoms and nuclei. [4-0-0] Prerequisite: Either (a) one of PHYS 102, PHYS 108, PHYS 118, PHYS 158, PHYS 153 and one of MATH 101, MATH 103, MATH 105, MATH 121; or (b) SCIE 001.",Relativity and Quanta
phys-203,PHYS 203,"Fundamentals of thermodynamics and statistical physics; entropy, laws of thermodynamics, heat engines, free energy, phase transitions, Boltzmann statistics, quantum statistics. [4-0-0] Prerequisite: One of PHYS 102, PHYS 108, PHYS 118, PHYS 158, PHYS 153, SCIE 001. Corequisite: One of MATH 200, MATH 217, MATH 226, MATH 253, MATH 254.",Thermal Physics I
phys-210,PHYS 210,"Introduction to UNIX/Linux; software tools for processing, fitting and displaying data; numerical methods and application in the physical sciences. [2-3-0] Prerequisite: One of PHYS 102, PHYS 108, PHYS 118, PHYS 158, PHYS 153, SCIE 001. Corequisite: One of MATH 152, MATH 221, MATH 223.",Introduction to Computational Physics
phys-216,PHYS 216,"Review of kinematics, Newton's laws, angular momentum and fixed axis rotation. Rigid body motion, central forces, non-inertial frames of reference. Introduction to Lagrangian and Hamiltonian mechanics. [3-0-1] Prerequisite: One of PHYS 106, PHYS 107, PHYS 117, PHYS 170, SCIE 001 and one of MATH 152, MATH 221, MATH 223. Corequisite: One of MATH 200, MATH 217, MATH 226, MATH 253, MATH 254.",Intermediate Mechanics
phys-219,PHYS 219,"Analog electronics and amplifiers, digital electronics, analog-to-digital converters and an introduction to use of computers in data analysis and simulations. [1-3-0] Prerequisite: Either (a) one of PHYS 108, PHYS 118 and one of PHYS 109, PHYS 119; or (b) PHYS 102 or (c) all of PHYS 158, PHYS 159 or (d) SCIE 001. Corequisite: One of MATH 200, MATH 217, MATH 226, MATH 253.",Intermediate Experimental Physics I
phys-229,PHYS 229,"Thermodynamics experiments, modern physics experiments and use of computers in data analysis. [0-3-1*] Prerequisite: PHYS 219. Corequisite: MATH 215.",Intermediate Experimental Physics II
phys-301,PHYS 301,"Maxwell's equations and their applications, electrical fields and potentials of static charge distributions, current, fields of moving charges, magnetic fields, electromagnetic induction. [3-0-1] Prerequisite: One of PHYS 102, PHYS 108, PHYS 118, PHYS 153, PHYS 158, SCIE 001 and one of MATH 217, MATH 227, MATH 317 and one of MATH 215, MATH 255.",Electricity and Magnetism
phys-304,PHYS 304,"Principles and applications of quantum mechanics, wave mechanics, the Schroedinger equation, expectation values, Hermitian operators, commuting observables, one-dimensional systems, harmonic oscillators, angular momentum, three-dimensional systems. [3-0-0] Prerequisite: One of PHYS 200, PHYS 250. Corequisite: One of MATH 257, MATH 316, PHYS 312.",Introduction to Quantum Mechanics
